image_id,expert_grade,expert_score,grader_id,notes
TOM_C_005,C,49.3,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_006,C,47.8,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_007,C,41.9,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_008,C,48.6,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_009,C,40.1,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_010,C,45.5,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_011,C,44.5,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_012,C,41.7,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_013,C,38.7,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_014,C,41.8,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_015,C,40.0,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_016,C,48.6,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_017,C,44.4,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_018,C,38.4,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_019,C,41.1,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_020,C,40.6,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_021,C,40.6,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_022,C,41.3,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_023,C,43.2,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_024,C,46.5,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_025,C,42.2,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_026,C,39.0,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_027,C,49.7,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_028,C,42.4,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_029,C,37.8,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_030,C,42.9,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_031,C,37.6,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_032,C,38.8,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_033,C,39.1,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_034,C,49.7,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_035,C,46.4,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_036,C,40.2,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_037,C,46.4,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_038,C,40.6,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_039,C,46.4,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_040,C,43.0,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_041,C,49.0,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_042,C,37.3,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_043,C,47.0,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_044,C,45.2,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_045,C,40.2,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_046,C,45.7,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_047,C,51.9,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_048,C,37.7,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_049,C,47.2,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_050,C,50.9,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_051,C,44.8,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_052,C,38.2,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_053,C,40.7,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_054,C,46.9,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_055,C,45.3,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_056,C,41.8,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_057,C,45.4,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_058,C,37.0,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_059,C,41.6,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_060,C,47.8,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_061,C,53.5,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_062,C,43.8,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_063,C,37.4,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_064,C,44.3,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_065,C,49.0,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_066,C,45.2,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_067,C,43.1,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_068,C,39.5,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_069,C,44.4,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_070,C,49.9,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_071,C,47.6,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_072,C,43.4,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_073,C,34.7,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_074,C,53.1,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_075,C,50.1,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_076,C,39.4,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_077,C,48.9,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_078,C,48.1,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_079,C,40.6,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_080,C,39.8,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_081,C,40.3,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_082,C,50.3,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_083,C,45.1,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_084,C,43.3,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_085,C,41.3,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_086,C,43.2,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_087,C,41.0,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_088,C,40.3,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_089,C,48.8,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_090,C,41.0,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_091,C,44.2,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_092,C,48.5,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_093,C,43.8,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_094,C,37.3,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_095,C,44.3,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_096,C,37.8,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_097,C,41.1,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_098,C,38.5,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_099,C,42.6,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_100,C,50.0,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_101,C,37.5,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_102,C,39.5,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_103,C,43.7,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_104,C,39.4,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_105,C,41.8,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_106,C,51.1,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_107,C,41.6,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_108,C,46.0,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_109,C,49.5,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_110,C,40.6,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_111,C,45.0,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_112,C,48.2,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_113,C,42.7,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_114,C,42.9,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_115,C,43.7,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_116,C,44.1,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_117,C,43.1,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_118,C,51.0,EXT_AGRONOMIST_01,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_119,C,44.2,EXT_AGRONOMIST_02,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
TOM_C_120,C,38.7,EXT_AGRONOMIST_03,"Severe defects, blossom-end rot, growth cracking or unmarketable mottled discoloration."
EDGE_LIGHT_01,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: poor_lighting. System should reject or flag for human review.
EDGE_LIGHT_02,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: poor_lighting. System should reject or flag for human review.
EDGE_LIGHT_03,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: poor_lighting. System should reject or flag for human review.
EDGE_MULTI_01,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: multiple_objects. System should reject or flag for human review.
EDGE_MULTI_02,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: multiple_objects. System should reject or flag for human review.
EDGE_MULTI_03,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: multiple_objects. System should reject or flag for human review.
EDGE_BLUR_01,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: blurry_image. System should reject or flag for human review.
EDGE_BLUR_02,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: blurry_image. System should reject or flag for human review.
EDGE_BLUR_03,FLAG_REVIEW,0.0,CHIEF_QUALITY_OFFICER,Edge test case: blurry_image. System should reject or flag for human review.
